Name,Title,Cost,EntryCost,Description,MOD,RO,RP-0,CATEGORY,INFO,TECHNOLOGY,YEAR,ERA,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,SAME,PLACEMENT NOTES,COST NOTES,DATE COSTED,ECM'S,IDENTICAL,Avion,DecA,DecB,EngLqdPF,EngLqdTurb,EngSolid,Haibt,Human,Instrum,Nuke,Reentry,Toxic,Decoup,Hydro,Balloon,SM,NonReentry,Unpress,Tank Type,Diameter,Length
AJ10-118F,AJ10-118F,50,5000,,Engine_Config,Yes,,ORBITAL,,orbitalRocketry1972,1972,06-STATION,,true,,AJ10_Adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ10-118K,AJ10-118K,100,15000,,Engine_Config,Yes,,ORBITAL,,orbitalRocketry1986,1989,08-LONGTERM,,,Delta K,AJ10_Adv,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ10-137,AJ10-137,0,0,,Engine_Config,Yes,,ORBITAL,,orbitalRocketry1967,1968,05-LUNAR,,,Apollo,AJ10_137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ10-138,AJ10-138,0,0,,Engine_Config,Yes,,ORBITAL,,orbitalRocketry1964,1964,04-ADV,,,,AJ10_138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ10-142,AJ10-142,1,"1500, AJ10-42",Used on Thor-Delta,Engine_Config,Yes,,ORBITAL,,orbitalRocketry1960,1960,02-SAT,,,,AJ10_Early,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ10-190,AJ10-190,0,0,,Engine_Config,Yes,,ORBITAL,Engine,orbitalRocketry1981,1981,07-SPCPLANES,,,Shuttle,AJ10_190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ10-27,AJ10-27,15,"2000, XASR-1",,Engine_Config,Yes,,ORBITAL,,basicRocketryRP0,1952,01-PW,,,Aerobee,Aerobee,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ10-37,AJ10-37,0,"8000, AJ10-27",Used on Vanguard second stage.,Engine_Config,Yes,,ORBITAL,,orbitalRocketry1956,1956,02-SAT,,,Vanguard,AJ10_Early,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ10-42,AJ10-42,-15,"2000, AJ10-37",Used on Able I,Engine_Config,Yes,,ORBITAL,,orbitalRocketry1958,1958,02-SAT,,,Vanguard,AJ10_Early,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ26-62,AJ26-62,300,20000,,Engine_Config,Yes,,STAGED,,stagedCombustion2009,2013,10-COMM,,,Antares-100,NK33,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
aje_al31,AL-31FM turbofan,450,9000,"Modern afterburning turbofan used on the Su-27M, Su-30, and Su-34 featuring vector thrust.  122.4 kN wet, 76.2 kN dry, SFC 0.75/1.92 lb/lb hr. Max 2.5 Mach.",Advanced Jet Engines,Yes,Yes,FLIGHT,Engine,scramjetEngines,2007,09-INTL,,true,"Su-27M, Su-30, Su-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aje_atar,Atar 9K-50 Turbojet,220,4400,"Early 1970s afterburning turbojet, used on the Mirage 5S, Mirage 50, Mirage IV-A/P/R, and Mirage F1C. Comparitively low overall pressure ratio (6.2) leads to high fuel consumption but good high-speed performance. 70.6kN wet, 49.18kN dry. SFC 0.98/1.99 lb/lbf-hr static. Temperature limit Mach 2.8.",Advanced Jet Engines,Yes,Yes,FLIGHT,Engine,advancedJetEngines,1966,04-ADV,,true,"Mirage 5S, Mirage 50, Mirage IV-A/P/R, Mirage F1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aje_avon,Avon RB-146 Mk.302 Turbojet,140,2800,"The Avon was Rolls-Royce's first axial-flow turbojet, introduced in 1950. The RB.146, an early 1960s model, was the ultimate military Avon, an afterburning turbojet powering the English Electric Lightning F.6. 72.77kN wet, 56.45kN dry. SFC 0.85/1.85 lb/lbf-hr static. Temperature limit Mach 2.4.",Advanced Jet Engines,Yes,Yes,FLIGHT,Engine,advancedJetEngines,1964,04-ADV,,true,English Electric Lightning,,,,F.6 Variant not until 1962,,,,,,,,,,,,,,,,,,,,,,,,,
aje_f404,F404-GE-402 Turbofan,600,12000,"General Electric F404-GE-402 low-bypass turbofan with afterburner as used on F/A-18C/D. 78.7kN wet, 53.16kN dry. SFC 0.82/1.74 lb/lbf-hr static. Temperature limit Mach 2.85.",Advanced Jet Engines,Yes,Yes,FLIGHT,Engine,refinedTurbofans,1994,08-LONGTERM,,true,F/A-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aje_j57,J57-P-21 Turbojet,130,2600,"Late 50s turbojet. The J57 was a workhorse, designed in the early 1950s and powering the B-52, most of the Century Series fighters, and even the U-2. This represents a later model, the -21, which powered the F-100C/D/F. 75.4kN wet, 45.4kN dry. SFC 0.77/2.1 lb/lbf-hr static. Temperature limit Mach 1.9.",Advanced Jet Engines,Yes,Yes,FLIGHT,Engine,matureSupersonic,1956,02-SAT,,true,F-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aje_j75,J75-P-17 Turbojet,223,4470,"Essentially a larger J57, the P&W J75 saw extensive military and civilian use. This afterburning variant powered the F-106 A/B. 109.0kN wet, 76.5kN dry. SFC 0.8/2.15 lb/lbf-hr static. Temperature limit Mach 2.5.",Advanced Jet Engines,Yes,Yes,FLIGHT,Engine,highSpeedFlight,1959,02-SAT,,true,F-106,,,,F-106A first delivery in 1959,,,,,,,,,,,,,,,,,,,,,,,,,
aje_j79,J79-GE-17 Turbojet,220,4400,"The first US ""Mach 2"" engine, the J79 saw extensive service, powering the B-58 Hustler and the F-4 Phantom and F-104 Starfighter among others. This mid-1960s model powered the USAF F-4E and G, and with minor mounting differences (as the -19) the final development of the Starfighter line, the F-104S.79.63kN wet, 52.8kN dry. SFC 0.84/1.97 lb/lbf-hr static. Temperature limit Mach 2.6.",Advanced Jet Engines,Yes,Yes,FLIGHT,Engine,advancedJetEngines,1964,04-ADV,,true,F-4E,,,,F-4E didn't ly till 1965,,,,,,,,,,,,,,,,,,,,,,,,,
aje_ramjet,CR2 Ramjet,350,7000,A fictional CR2 Ramjet. Works best when faster than Mach 2. This engine provides no thrust below Mach 0.3!,Advanced Jet Engines,Yes,Yes,SPACEPLANES,Engine,hypersonicFlightRP0,1964,04-ADV,,true,,,,,Ramjet like SR-71 Engines,,,,,,,,,,,,,,,,,,,,,,,,,
aje_solarPanels,ST4 Solar Panel,400,10000,Static Level 3 solar panel 5m^2.,Advanced Jet Engines,Yes,Yes,POWER,Solar,basicPower,1963,03-HUMAN,,true,,,,,Level 3,,,"500, solarLevel3",,,,,,,,,,,,,,,,,,,,,,
ALCOR_LanderCapsule,ALCOR Pod(A),4000,8000,"Advanced Landing Capsule for Orbital Rendezvous, a lander pod that actually is as lightweight as the manufacturer claims. Warranty void when subjected to atmospheric entry, sneeze, hard knocks and misplaced screwdrivers and/or wrenches. Packed full of high technology, leaving precious little space for the crew.",ALCOR,Yes,No,EDL,Lander,lunarLanding,1969,05-LUNAR,,false,LEM,,,,Considered like a LEM,,,,,,,,,,,,,,,,,,,,,,,,,
Almach_Parachute_B,Voskhod Parachute,500,1000,,IronCretin Vostok,Yes,Yes,COMMAND,Parachute,secondGenCapsules,1964,04-ADV,,true,Voskhod,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,
almaz_pan_l,Almaz Left Solar Array,4000,30000,Almaz series LEFT solar panels.,RN Salyut,Yes,Yes,POWER,Solar,spaceStationSolarPanels,1973,06-STATION,,true,Almaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
almaz_pan_r,Almaz Right Solar Array,4000,30000,Almaz series RIGHT solar panels.,RN Salyut,Yes,Yes,POWER,Solar,spaceStationSolarPanels,1973,06-STATION,,true,Almaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
almaz_sample_return,Almaz Film Return Capsule,800,3000,Almaz film return capsule. Attach inside Almaz capsule bay.,RN Salyut,Yes,Yes,SCIENCE,Other,deepSpaceScience,1973,06-STATION,,true,Almaz,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
almaz_sr_dec,Almaz Film Return Decoupler,600,2500,"Decoupler for Almaz film return capsule. Surface attach inside Almaz payload bay. Then use stack nodes to attach film capsule, retros and parachute.",RN Salyut,Yes,Yes,MATERIALS,Decoupler,materialsScienceSpaceStation,1973,06-STATION,,true,Almaz,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
almaz_sr_para,Almaz Film Return Capsule Parachute,1000,10000,Parachute for Almaz film return capsule.,RN Salyut,Yes,Yes,EDL,Parachute,advancedUncrewedLanding,1973,06-STATION,,true,Almaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
almaz_sr_retro,Almaz Film Return Retro Boosters,1000,1000,Almaz film return top retrograde booster block. Plume configured by RealPlume.,RN Salyut,Yes,Yes,SOLID,Retro SRM,solids1972,1973,06-STATION,,true,Almaz,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
almaz3-5,Almaz 2/3/5,50000,150000,"Almaz 2, 3 & 5 military orbital laboratory. Salyut ASAS REQUIRED for station to function. Plume configured by RealPlume.",RN Salyut,Yes,Yes,STATIONS,Station,earlySpaceStations,1973,06-STATION,,true,Almaz,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
Altair,Altair,0,"1000, SolidsFiber, SolidsHollow",,Engine_Config,Yes,,SOLID,,solids1958,1958,02-SAT,,,Vanguard,Altair,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altair-II,Altair-II,0,"10000, Altair",,Engine_Config,,,SOLID,,solids1964,1964,04-ADV,,,Altair II,Altair-II,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altairPod,Altair Ascent Module,4000,10400,The ascent module for the Altair lunar lander.,Chaka Monkey,Yes,No,EDL,Lander,SIAD,2022,11-NF,,false,Altair (Lander),AJ10_190,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
Angledpanel,M-1x1T Structural Panel,5,1,"An M-1x1 panel, cut in half along the diagonal.  For structural designers who are too hip to be square.",Stock (RO Config),Yes,Yes,MATERIALS,Structural,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
antenna_cone,CA-A02 Helical Omnidirectional Antenna,320,240,"A low gain omnidirectional antenna for short range, high bandwidth communications.",Coatl Aerospace,Yes,No,COMMS,Antenna,unlockParts,,00-START,Yes,false,,,,,750000,,,,,,,,,,,,,,,,,,,,,,,,,
antenna_cone_toggle,CA-A02 Conic Antenna,320,240,"Due to the lack of roads on Kerbin, we were able to purchase a large number of surplus traffic cones and turn them all into a fairly efficient omni antenna. Multiple attachment options and colors available using the toggle buttons. (PART NOT SUPPORTED BY RP-0 OR RO)",Coatl Aerospace,No,No,,Antenna,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antenna_quetzal,CA-A06 Omnidirectional Antenna,100,100,A simple omnidirectional antenna. Can be used for short range telecommunications or as a backup medium gain antenna.,Coatl Aerospace,Yes,No,COMMS,Omni,interplanetaryComms,1961,03-HUMAN,,false,,,,,1500000,,,,,,,,,,,,,,,,,,,,,,,,,
antenna_tv,CA-A01 Ground Plane Antenna,280,240,A simple omnidirectional antenna for telemetry purposes.,Coatl Aerospace,Yes,No,COMMS,Omni,earlyAvionics,1956,02-SAT,,false,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,
Antennacomtec1,AIES CommTech-1 Antenna,350,1500,A small folding antenna that must be deployed before use. Most useful for Comm satellites.,AIES,Yes,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
Antennacomtec2,AIES CommTech-2 Antenna,550,3000,"The next generation of the CommTech 1. Slightly larger, but capable of reaching to the inner planets.",AIES,Yes,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
AntennaDF2,AIES CommTech DF-RD Antenna,80,100,"A very small onmi antenna. It is always on, lightweight, and requires little power, however, it has a very short range. Best used during ascent, or for a lander to communicate with a orbiting relay.",AIES,Yes,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
Antennaesc,AIES CommTech ESC-EXP Antenna,500,250,Standard deployable omni.,AIES,Yes,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
Antennaexpatvr2,AIES CommTech EXP-VR-2T Antenna,550,500,"Deployable omni. Considerable range even when retracted, always on.",AIES,Yes,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
APAS89-95,APAS-89/95,3500,70000,The Androgynous Peripheral Attach System series 89/95.,Realism Overhaul,Yes,Yes,RCS,Docking,standardDockingPorts,1989,08-LONGTERM,,true,APAS-89/95,,,APAS-89/95,,,,,"bluedog_CXA_APAS_P,bluedog_CXA_APAS_A_L04F,RO-SSTU-DP-APAS,APAS89-95",,,,,,,,X,,,,,X,,,,,,,,
argon-0625-1,ERG-MICRON-C Electric Propulsion Tank,1,12250,"The largest 0.625m tank out there for the noble gases of houses Argon, Xenon and Krypton. (PART NOT SUPPORTED BY RP-0 OR RO)",Near Future Propulsion,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argon-0625-2,ERG-MICRON-B Electric Propulsion Tank,1,12250,This should be at least... five times bigger! (PART NOT SUPPORTED BY RP-0 OR RO),Near Future Propulsion,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argon-0625-3,ERG-MICRON-A Electric Propulsion Tank,1,12250,"The MICRON-A is the poor man's tiny electric propulsion tank. Well, we say that, but it's still ain't cheap. (PART NOT SUPPORTED BY RP-0 OR RO)",Near Future Propulsion,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argon-125-1,ERG-30 Electric Propulsion Tank,1,12250,"Fuelling your spacecraft with medium-weight noble gas, this tank is a limited offer and won't be on the market forever. Get one now, before all of them... are gone. (PART NOT SUPPORTED BY RP-0 OR RO)",Near Future Propulsion,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argon-125-2,ERG-20 Electric Propulsion Tank,1,12250,"There was some demand for a half-size ERG-30, so Argyle delivered a few of these. They have some interesting features and look like someone cut one of the ERG-30s in half.",Near Future Propulsion,Yes,No,ION,Fuel Tank,earlyElecPropulsion,1998,09-INTL,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argon-125-3,ERG-10 Electric Propulsion Tank,1,12250,"What a small tank! Hopefully it will come in handy, because it's just too cute to ignore! (PART NOT SUPPORTED BY RP-0 OR RO)",Near Future Propulsion,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argon-25-1,ARG-600K Electric Propulsion Tank,115.068,425000,"Originally designed to hold propane fuel for the KSC's kitchens, this tank was repurposed (stolen) by an Argyle engineer (janitor) and converted to hold his favourite noble gases. (PART NOT SUPPORTED BY RP-0 OR RO)",Near Future Propulsion,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argon-25-2,ARG-300K Electric Propulsion Tank,1,425000,The ARG-300K is the sub-pinnacle of Argyle Argonics' tank line. It's pretty big and reasonably solid.,Near Future Propulsion,Yes,No,ION,Fuel Tank,earlyElecPropulsion,1998,09-INTL,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argon-25-3,ARG-150K Electric Propulsion Tank,1,425000,Budget cutbacks at space agencies make this smaller electric propulsion pressure vessel viable. It still holds a respectable amount of some noble gases. (PART NOT SUPPORTED BY RP-0 OR RO),Near Future Propulsion,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argon-radial-0625-1,A-101 Electric Propulsion Tank,1,3200,This slightly larger radial electric propulsion tank can deliver slightly more propellant. Got it? (PART NOT SUPPORTED BY RP-0 OR RO),Near Future Propulsion,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argon-radial-125-1,A-102 Electric Propulsion Tank,1,3200,"A micro electric propulsion tank, for all your micro electric propulsion needs. May or may not be a repainted PB-X50R with a tube on the side. The tube doesn't seem to do anything. (PART NOT SUPPORTED BY RP-0 OR RO)",Near Future Propulsion,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane3Stage1,Ariane 3 L145 (1st stage),2500,4000,The first stage of Ariane 3 is powered by 4 Vulcain V engines. (PART NOT SUPPORTED BY RP-0 OR RO),ESA Launchers,No,No,,,#N/A,1984,07-SPCPLANES,Yes,false,Ariane 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane3Stage3,Ariane 3 H8 (3rd stage),1800,8000,A small liquid fuel engine to circle orbit. (PART NOT SUPPORTED BY RP-0 OR RO),ESA Launchers,No,No,,,#N/A,1984,07-SPCPLANES,Yes,false,Ariane 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane4Decoupler1,Ariane 3/4 decoupler (1st stage),600,100,Just a stack decoupler with tiny retro-SRBs.,ESA Launchers,Yes,No,MATERIALS,Decoupler,materialsScienceSpaceplanes,1984,07-SPCPLANES,,false,Ariane 3,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
Ariane4Decoupler2,Ariane 3/4 decoupler (2nd stage),600,100,Just a stack decoupler with tiny retro-SRBs.,ESA Launchers,Yes,No,MATERIALS,Decoupler,materialsScienceSpaceplanes,1984,07-SPCPLANES,,false,Ariane 3,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
Ariane4Fairing,Ariane 3/4 fairing,225,500,A fairing to protect the payload.,ESA Launchers,Yes,No,MATERIALS,Fairing,materialsScienceSpaceplanes,1984,07-SPCPLANES,,false,Ariane 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane4LiquidBooster,Ariane 4 PAL (liquid booster),850,700,,ESA Launchers,Yes,No,ORBITAL,FS Engine,orbitalRocketry1986,1988,08-LONGTERM,,false,Ariane 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane4NoseCone,Ariane 4 liquid booster's nosecone,200,100,"A small nosecone to put on the top of liquid booster, to permit a better jettison.",ESA Launchers,Yes,No,MATERIALS,Nosecone,materialsScienceLongTerm,1988,08-LONGTERM,,false,Ariane 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane4NoseCone2,Ariane 4 solid booster's nosecone,200,100,"A small nosecone to put on the top of solid booster, to permit a better jettison.",ESA Launchers,Yes,No,MATERIALS,Nosecone,materialsScienceLongTerm,1988,08-LONGTERM,,false,Ariane 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane4RadialDecoupler,Ariane 4 radial decoupler,225,500,A radial decoupler to jettison SRB.,ESA Launchers,Yes,No,MATERIALS,Decoupler,materialsScienceLongTerm,1988,08-LONGTERM,,false,Ariane 4,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
Ariane4Srb,Ariane 4 PAP (solid fuel booster),450,5000,,ESA Launchers,Yes,No,SOLID,SRB,solids1986,1988,08-LONGTERM,,false,Ariane 4,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
Ariane4Stage1,Ariane 4 L220 (1st stage),4800,8000,The first stage of Ariane 4 powered by 4 Vulcain V engines.,ESA Launchers,Yes,No,HYDROLOX,FS w/Engines,hydrolox1986,1988,08-LONGTERM,,false,Ariane 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane4Stage2,Ariane 3/4 L33 (2nd stage),1800,8000,Nearly nothing changed since Ariane 1.,ESA Launchers,Yes,No,ORBITAL,US w/Engines,orbitalRocketry1981,1984,07-SPCPLANES,,false,Ariane 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane4Stage3,Ariane 4 H10 III (3rd stage),1800,8000,"The cryogenic third stage of the variety used in the majority of Ariane 4 launches. Powered by a HM7B++ engine, and equiped with small attitude control thrusters fueled with gaseous hydrogen (boil-off from the main tank).",ESA Launchers,Yes,No,HYDROLOX,US w/Engines,hydrolox1986,1988,08-LONGTERM,,false,Ariane 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane4Sylda,Ariane 3/4 SYLDA,200,500,A system to place 2 payloads in the Ariane 4 fairing.,ESA Launchers,Yes,No,MATERIALS,Payload,materialsScienceSpaceplanes,1984,07-SPCPLANES,,false,Ariane 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane5_EAP,EAP MPS-241A,6000,120000,Ariane 5's solid booster,ESA Launchers,Yes,Yes,SOLID,,solids1998,2002,09-INTL,,true,Ariane 5 (EAP-241),,,,,Same as other EAP-241,5/16/2017,,,,,,,,X,,,,,,,,,,,,,,,
Ariane5_engine,Ariane 5 engine Vulcain II,6400,320000,The Vulcain II is the engine of the Ariane 5 cryogenic stage.,ESA Launchers,Yes,Yes,HYDROLOX,FS Engine,hydrolox1992,1996,08-LONGTERM,,true,Ariane 5,,,,,Same as other Vulcain,5/16/2017,,,,,,,X,,,,,,,,,X,,,,,,,
Ariane5_EPS,Ariane 5 EPS,2250,10000,The EPS is the second stage of the Ariane 5.,ESA Launchers,Yes,No,ORBITAL,US w/Engines,orbitalRocketry1992,1996,08-LONGTERM,,false,Ariane 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane5_FairingBig,Ariane 5 big fairing,225,200,A big fairing for big payload.,ESA Launchers,Yes,No,MATERIALS,Fairing,materialsScienceLongTerm,1996,08-LONGTERM,,false,Ariane 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane5_FairingSmall,Ariane 5 small fairing,225,200,A small fairing for small payloads.,ESA Launchers,Yes,No,MATERIALS,Fairing,materialsScienceLongTerm,1996,08-LONGTERM,,false,Ariane 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane5_NoseCone,Ariane 5 EAP nosecone,200,1000,"A small nosecone to put on the top of EAPs, to permit a better jettison and land smoothly with a parachute.",ESA Launchers,Yes,No,MATERIALS,Nosecone,materialsScienceLongTerm,1996,08-LONGTERM,,false,Ariane 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane5_RadialDecoupler,Ariane 5 radial decoupler,225,500,A radial decoupler to jettison EAP (SRB).,ESA Launchers,Yes,No,MATERIALS,Decoupler,materialsScienceLongTerm,1996,08-LONGTERM,,false,Ariane 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane5_tank,Ariane 5 EPC,2250,24000,The EPC is the main stage of Ariane 5. It's a huge fuel tank.,ESA Launchers,Yes,No,MATERIALS,Fuel Tank,materialsScienceLongTerm,1996,08-LONGTERM,,false,Ariane 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane6_Fairing,Ariane 6 fairing,225,1000,A fairing to protect payload.,ESA Launchers,Yes,No,MATERIALS,Fairing,materialsScienceNF,2020,11-NF,,false,Ariane 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane6_Stage1,P135 (three),7800,10000,"The original proposal for Ariane 6 would have consisted of four P135 solid boosters and a cryogenic upper stage. Three P135 boosters strapped together would have made up the first stage, while a single P135 would serve as the second stage. This booster design was later dropped in favor of a cryogenic core with two or four P120 boosters.",ESA Launchers,Yes,No,HYDROLOX,,hydroloxNF,2020,11-NF,,false,Ariane 6 PPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane6_Stage2,P135,18000,10000,"The P135 was intended to serve as the first and second stage of the Ariane 6 PPH. The first stage would have consisted of three P135 boosters, with a single booster acting as second stage.",ESA Launchers,Yes,No,HYDROLOX,,hydroloxNF,2020,11-NF,,false,Ariane 6 PPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariane6_Stage3,H30,1800,10000,The H30 is powered by the Vinci engine and contains approximately 30 t of propellant. It is intended to serve as the upper stage of Ariane 6.,ESA Launchers,Yes,No,HYDROLOX,,hydroloxNF,2020,11-NF,,false,Ariane 6 H30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asasmodule1-2,"Advanced Reaction Wheel Module, Large",10000,200000,"Using a powerful electric motor, this large reaction wheel allows for minor attitude adjustments even to larger spacecraft without expending propellant.",Stock (RO Config),Yes,Yes,RCS,Reaction Wheel,standardDockingPorts,1986,08-LONGTERM,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASDecoupler,AIES AS Decoupler,30,600,New decoupled system allowing safe separation stages large side,AIES,Yes,Yes,MATERIALS,Decoupler,earlyMaterialsScience,1952,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
ASET_LL,ASET Landing Leg,450,4100, (PART NOT SUPPORTED BY RP-0 OR RO),ALCOR,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASRB,ASRB,0,0,,Engine_Config,Yes,,SOLID,,solids2009,2018,10-COMM,,,SLS,ASRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AstrisI,AstrisI,0,0,,Engine_Config,Yes,,ORBITAL,Vernier,orbitalRocketry1967,1968,05-LUNAR,,,"Europa I, II",Astris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AstrisII,AstrisII,50,0,,Engine_Config,Yes,,ORBITAL,Vernier,orbitalRocketry1967,1968,05-LUNAR,,,"Europa I, II",Astris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
