Name,Title,Description,MOD,Cost,EntryCost,CATEGORY,INFO,Year,Tech,ERA,RO,RP-0,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,ECMS,IdentPart,Avionics,DecreaseA,DecreaseB,EngineLiquidPF,EngineLiquidTurbo,EngineSolid,Habitable,HumanRated,Instruments,Nuclear,Reentry,Toxic,Decoupler,Hydrolox,TankBalloon,TankServiceModule,NonReentryRated,UnpressurizedCockpit
topb1,AIES TOP-B1 Fairing,"It is a type of rather small fairing, used in a new type of rocket AIES known as mini rockets.",AIES,0,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
engineexper05,RL60 Vacuum Engine,"Next generation cryogenic upper stage engine designed to replace the RL10, providing higher performance while maintaining the same installation envelope.  Also available in a lower 180kN thrust Vinci-180 model. Diameter: [1.5 m]. Plume configured by RealPlume.",AIES,2300,46000,HYDROLOX,US Engine,2020,hydroloxNF,11-NF,Yes,Yes,,TRUE,Vulcan,RL60,,RL60,RL60,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
top500a1ur5,AIES TOP-500B Fairing,Aerodynamic fairings specifically designed for use in long and narrow designs.,AIES,2,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
conenoseram,AIES 2.5m RAM Nose Cone,Gives more pleasing appearance to the side tanks and boosters.,AIES,30,600,MATERIALS,Nosecone,1952,earlyMaterialsScience,01-PW,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
adapterrads,AIES RAD-S Adapter,Light fuselage adapter. (PART NOT COSTED BY RP-0 BUT IN CORRECT NODE),AIES,1,3300,MATERIALS,Adapter,1956,materialsScienceSatellite,02-SAT,Yes,No Cost,,FALSE,,,,,,,,,,,,,,,,,,,,,,,
decouplersv05,AIES SV-5 Base Decoupler,"Narrow version of Vector-B, probably fits only the AIES Engines. Base is installed first, engine should come in it, not the other way around. (PART NOT COSTED BY RP-0 BUT IN CORRECT NODE)",AIES,400,1200,MATERIALS,Decoupler,1952,earlyMaterialsScience,01-PW,Yes,No Cost,,FALSE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
decoupvector,AIES Vector-B Base Decoupler,"Will probably only fit the AIES Engines. Base is installed first, engine should come in it, not vice versa. (PART NOT COSTED BY RP-0 BUT IN CORRECT NODE)",AIES,800,9000,MATERIALS,Decoupler,1952,earlyMaterialsScience,01-PW,Yes,No Cost,,FALSE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
desacopladorsat2,AIES SAT-2 Decoupler,Standard decoupler for use in V2-10R Fairing Base. (PART NOT COSTED BY RP-0 BUT IN CORRECT NODE),AIES,400,5200,MATERIALS,Decoupler,1952,earlyMaterialsScience,01-PW,Yes,No Cost,,FALSE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
desacopladorsat1,AIES SAT-1 Decoupler,Small decoupler for use in A1-RU5 Fairing Base. (PART NOT COSTED BY RP-0 BUT IN CORRECT NODE),AIES,200,5200,MATERIALS,Decoupler,1952,earlyMaterialsScience,01-PW,Yes,No Cost,,FALSE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
Separatormultifs,AIES Multi-FS Separator,"Multi-FS system allows a nice, clean separation of two parts. (PART NOT COSTED BY RP-0 BUT IN CORRECT NODE)",AIES,150,6200,MATERIALS,Decoupler,1952,earlyMaterialsScience,01-PW,Yes,No Cost,,FALSE,,,,,,,,,,,,,,,,,,,,,,,
strutsoportec1,AIES C1 Support Strut,"This structural support adds some space between sections, you may find it useful in some of your designs.",AIES,30,600,MATERIALS,Strut,1952,earlyMaterialsScience,01-PW,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
batteryBAEr,AIES BAE-R Battery,"Small industrial battery, perfect for small probes and satellites.",AIES,9,180,POWER,Battery,1952,avionicsPrototypes,01-PW,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
ASDecoupler,AIES AS Decoupler,New decoupled system allowing safe separation stages large side,AIES,30,600,MATERIALS,Decoupler,1952,earlyMaterialsScience,01-PW,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
decouplersvblack,AIES SV-5 Black Base Decoupler,"Narrow version of Vector-B, probably fits only the AIES Engines. Base is installed first, engine should come in it, not vice versa. (PART NOT COSTED BY RP-0 BUT IN CORRECT NODE)",AIES,400,1500,MATERIALS,Decoupler,1952,earlyMaterialsScience,01-PW,Yes,No Cost,,FALSE,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
ALCOR_LanderCapsule,ALCOR Pod(A),"Advanced Landing Capsule for Orbital Rendezvous, a lander pod that actually is as lightweight as the manufacturer claims. Warranty void when subjected to atmospheric entry, sneeze, hard knocks and misplaced screwdrivers and/or wrenches. Packed full of high technology, leaving precious little space for the crew.",ALCOR,4000,8000,EDL,Lander,1969,lunarLanding,05-LUNAR,Yes,No,,FALSE,LEM,,,,,,,,,,,,,,,,,,,,,,
KK_ATK_GEM46,GEM 46 (Ground Ignited),"The 46-inch (1.2-meter) diameter GEM 46 was used on the Delta III and Delta II Heavy. On both vehicles they were used in sets of nine, with six ignited at liftoff and three ignited after burnout of the first six. On the Delta III, three ground-lit boosters were equipped with thrust vector control (TVC) while all the remaining boosters used fixed nozzles. The Delta II Heavy used no boosters with TVC. Burn time 75 seconds. Diameter: [1.17 m]. Plume configured by RealPlume.",ATK Propulsion Pack,1200,24000,SOLID,,1998,solids1998,09-INTL,Yes,Yes,,TRUE,"Delta III, Delta II Heavy",GEM-46,,GEM-46/Fixed-Ground,GEM 46,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star27H,Star 27,"Apogee motor was developed for the Canadian Communications Research Centre's Communications Technology Satellite, and an offloaded version was qualified and flown successfully. With various propellant loadings and explosive transfer assemblies, it was used for the Broadcast Satellite Experiment, the Geostationary Meteorological Satellite, the Navigation Technology Satellite No. 2, the Global Positioning System Satellites, the P78-1 Satellite, and the Geostationary Operational Environmental Satellite. Diameter: [0.68 m]. Plume configured by RealPlume.",ATK Propulsion Pack,90,1800,SOLID,,1976,solids1976,06-STATION,Yes,Yes,,TRUE,Star 27,Star-27,,Star-27,Star 27,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star30BP,Star 30,Total flown included in total for Star-30A. Diameter: [0.76 m]. Plume configured by RealPlume.,ATK Propulsion Pack,90,1800,SOLID,,1984,solids1981,07-SPCPLANES,Yes,Yes,,TRUE,Star 30,Star-30,,Star-30BP,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star13B,Star 13B,Orbit insertion motor incorporated the lightweight case developed for the STAR 13 with the propellant and nozzle design of the earlier TE-M-516 apogee motor. The motor case was stretched 2.2 inches to provide for increased propellant loading. The motor was used to adjust orbit inclination of a satellite from a Delta launch. Diameter: [0.34 m]. Plume configured by RealPlume.,ATK Propulsion Pack,50,75,SOLID,,1967,solids1967,05-LUNAR,Yes,No,,FALSE,Star 13B,Star-13B,,Star-13B,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star27,Star 27,"Apogee motor was developed for the Canadian Communications Research Centre's Communications Technology Satellite, and an offloaded version was qualified and flown successfully. With various propellant loadings and explosive transfer assemblies, it was used for the Broadcast Satellite Experiment, the Geostationary Meteorological Satellite, the Navigation Technology Satellite No. 2, the Global Positioning System Satellites, the P78-1 Satellite, and the Geostationary Operational Environmental Satellite. Diameter: [0.68 m]. Plume configured by RealPlume.",ATK Propulsion Pack,90,1800,SOLID,,1976,solids1976,06-STATION,Yes,Yes,,TRUE,Star 27,Star-27,,Star-27,Star 27,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star31,Star 31,Antares III is the third-generation third stage for Vought Corporation's Scout launch vehicle. The design incorporates an 89-percent-solids HTPB propellant in a Kevlar(r) filament-wound case insulated with silica-filled EPDM rubber. Diameter: [0.76 m]. Plume configured by RealPlume.,ATK Propulsion Pack,150,200,SOLID,,1979,solids1976,06-STATION,Yes,No,,FALSE,Star 31,Star-31,,Star-31,Star 31,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star37FM,STAR 37,"The STAR 37 is a vacuum solid rocket motor, originally developed for the Surveyor lunar lander program as a braking stage. Later variants were used exclusively as apogee kick stages. Diameter: 0.93 m. Plume configured by RealPlume.",ATK Propulsion Pack,180,3600,SOLID,,1966,solids1966,04-ADV,Yes,Yes,,TRUE,Star 37,Star-37,,STAR-37,Star-37,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star15G,STAR 15G,"Single STAR 15G motor, used in a variety of applications. This has a straight nozzle. Diameter: [0.38 m]. Plume configured by RealPlume.",ATK Propulsion Pack,60,80,SOLID,,1997,solids1992,08-LONGTERM,Yes,No,,FALSE,Star 15G,Star-15G,,Star-15G,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star17A,Star 17A,"Apogee kick motor. Modifications: 175 mm straight section added to the Star 17. The 17A has been used for circularized orbits for the Skynet 1, NATO 1, and IMP-H & J satellites. This motor provides the high case safety factor required for this program. The TE-M-521-7 model used for several Air Force missions provides a typical safety factor with a 1.3 pound weight savings. Diameter: [0.44 m]. Plume configured by RealPlume.",ATK Propulsion Pack,172,3440,SOLID,,1969,solids1969,05-LUNAR,Yes,Yes,,TRUE,Star 17A,Star-17A,,Star-17A,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star20,Star 20,"The lightweight, external nozzle is a composite of graphite, plastic, and steel. The consumable pyrogen igniter is actuated by two 6-second-delay electrical initiators or two SBASI zero-time-delay initiators. Diameter: [0.5 m]. Plume configured by RealPlume.",ATK Propulsion Pack,90,1800,SOLID,,1974,solids1972,06-STATION,Yes,Yes,,TRUE,Star 20,Star-20,,Star-20,Star 20,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Castor30A,Castor 30A,"The CASTOR 30 is a low cost, robust, state-of-the-art upper stage motor. This development motor is nominally designed as an upper stage that can function as a second or third stage depending on the vehicle configuration. The design of the  CASTOR 30 uses all flight proven technology and materials. Plume configured by RealPlume.",ATK Propulsion Pack,420,15000,SOLID,SRB,2013,solids2009,10-COMM,Yes,Yes,,TRUE,Castor 30A,Castor-30A,,Castor-30A,Castor 30A,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_GEM40AL,GEM 40 (Air Ignited),"The Graphite-Epoxy Motor (GEM) replaced the steel case used on earlier Castor-series boosters with a lighter composite case. The 40-inch (1-meter) diameter GEM 40 was used on the Delta II 7000-series in sets of three, four, or nine. When nine boosters were used, six were ignited at liftoff and the remaining three were ignited after burnout and jettison of the first six. Burn time: 58 seconds. Diameter: [1.02 m]. Plume configured by RealPlume.",ATK Propulsion Pack,900,18000,SOLID,,1990,solids1986,08-LONGTERM,Yes,Yes,,TRUE,Delta II 7000,GEM-40,,GEM-40/Ground,GEM 40,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_GEM40,GEM 40 (Ground Ignited),"The Graphite-Epoxy Motor (GEM) replaced the steel case used on earlier Castor-series boosters with a lighter composite case. The 40-inch (1-meter) diameter GEM 40 was used on the Delta II 7000-series in sets of three, four, or nine. When nine boosters were used, six were ignited at liftoff and the remaining three were ignited after burnout and jettison of the first six. Burn time: 58 seconds. Diameter: [1.02 m]. Plume configured by RealPlume.",ATK Propulsion Pack,900,18000,SOLID,,1990,solids1986,08-LONGTERM,Yes,Yes,,TRUE,Delta II 7000,GEM-40,,GEM-40/Ground,GEM 40,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star3,Star 3,"The STAR 3 motor was developed and qualified in 2003 as the Transverse Impulse Rocket System (TIRS) for the Mars Exploration Rover (MER) program for the Jet Propulsion Laboratory (JPL) in Pasadena, CA. Three TIRS motors were carried on each of the MER landers. One of the TIRS motors was fired in January 2004 to provide the impulse necessary to reduce lateral velocity of the MER Spirit lander prior to landing on the Martian surface. The motor also has applicability for spin/despin and separation systems. Plume configured by RealPlume.",ATK Propulsion Pack,50,1000,SOLID,,2003,solids1998,09-INTL,Yes,Yes,,TRUE,Star 3,Star-3,,Star-3,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Castor4,Castor 4,"The Castor 4 was developed as the second stage of the Athena H missile and first flew in 1971. It was later adapted to replace Delta's Castor 2 boosters, increasing GTO capacity from 1593 lb (723 kg) to nearly 2000 lb (900 kg). The resulting Delta 3000-series launched in 1975 and was the first to adopt a staggered booster staging sequence. Previous Delta vehicles burned their motors in a 6-3 sequence and then jettisoned all SRMs at once. The heavier and longer-burning Castor 4 required that the ground-lit motors be jettisoned immediately after depletion to reduce dead weight. Early launches used a less efficient 5-4 sequence to reduce acceleration but returned to a 6-3 sequence after Delta was strengthened in the early 80s. Diameter: [1.02 m].",ATK Propulsion Pack,361,7224,SOLID,,1975,solids1972,06-STATION,Yes,Yes,,TRUE,Castor 4,Castor-4,,Castor-4,Castor 4,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star4G,Star 4G,"This STAR motor was developed and tested in January 2000 under a NASA Goddard Space Flight Center program for a low-cost, high mass fraction orbit adjust motor for use in deploying constellations of very small satellites (nanosatellites). The first static test of the STAR 4G prototype motor was conducted 8 months after program start. The motor is designed to operate at high chamber pressure and incorporates a noneroding throat insert to maximize specific impulse. Diameter: [0.11 m]. Plume configured by RealPlume.",ATK Propulsion Pack,2700,8000,SOLID,,2000,solids1998,09-INTL,Yes,No,,FALSE,Star 4G,Star-4G,,Star-4G,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star48B,Star 48B,"Also known as the Payload Assistance Module (PAM) B, this kick motor was used for Delta and STS launches to add extra impulse to the payload. This is the short-nozzle version. Maximum thrust 76.11kN, burn time 85 seconds. Diameter: [1.3 m]. Plume configured by RealPlume.",ATK Propulsion Pack,1203,24060,SOLID,,1985,solids1981,07-SPCPLANES,Yes,Yes,,TRUE,Star 48B,Star-48B,,Star-48B/Short,Star 48B,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star9,Star 9,"The STAR 9 rocket motor was developed in 1993 on independent research and development (IR&D) funds to demonstrate a number of low-cost motor technologies. These included an integral aft polar boss/exit cone, two-dimensional carbon-carbon throat, and caseon-propellant manufacturing technique. Diameter: [0.22 m]. Plume configured by RealPlume.",ATK Propulsion Pack,20,30,SOLID,,1993,solids1992,08-LONGTERM,Yes,No,,FALSE,Star 9,Star-9,,Star-9,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star5C,Star 5C,"The STAR 5C rocket motor was initially designed, developed, qualified, and placed in production (1960-1963) under a contract with Martin Marietta. The STAR 5C is used to separate the second stage from the trans-stage on the Titan II missile and Titan launch vehicle. The current version was qualified for use in 1976, replacing the earlier main propellant grain with TP-H-3062. Diameter: [0.12 m]. Plume configured by RealPlume.",ATK Propulsion Pack,2700,8000,SOLID,,1989,solids1986,08-LONGTERM,Yes,No,,FALSE,Star 5C,Star-5C,,Star-5C,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Castor4A,Castor 4A,"The Castor 4A was introduced on the first generation of Delta II launchers, the 6000-series, and offered improved thrust and specific impulse by replacing PBAA with higher energy HTPB. This, combined with a stretched first stage (the Extra-Extended Long Tank Thor) and a return to the more efficient 6-3 SRM ignition sequence, improved Delta's performance by 11% over the 3000-series. The Castor 4A was flown on the Delta II from 1989 until 1993, when it was replaced by the GEM 40. The boosters were also used on the Atlas IIAS from 1993 until 2004. Burn time 53 seconds. Diameter: [1.02 m]. Plume configured by RealPlume.",ATK Propulsion Pack,640,12020,SOLID,,1989,solids1986,08-LONGTERM,Yes,Yes,,TRUE,Delta II (Castor 4A),Castor-4A,,Castor-4A,Castor 4A,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star6B,Star 6B,The STAR 6B rocket motor was developed for spin-up and axial propulsion applications for re-entry vehicles. The design incorporates an aluminum case and a carbon-phenolic nozzle assembly. The STAR 6B was qualified in 1984 and first flew in 1985. Diameter: [0.18 m]. Plume configured by RealPlume.,ATK Propulsion Pack,5,10,SOLID,,1985,solids1981,07-SPCPLANES,Yes,No,,FALSE,Star 6B,Star-6B,,Star-6B,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star63D,Star 63D,"The STAR 63, as part of the PAM DII upper stage, has been flown from the Space Shuttle. The motor utilizes a head-end web and a carbon-phenolic nozzle. The case material is a Kevlar-epoxy composite, through future motors would be made using a graphiteepoxy composite. Testing of STAR 63 series motors began in 1978 with completion of the PAM DII motor qualification in 1985. The first STAR 63D flight was from the Shuttle in November 1985 to place a defense communication satellite in orbit. Diameter: [1.6 m]. Plume configured by RealPlume.",ATK Propulsion Pack,150,200,SOLID,,1985,solids1981,07-SPCPLANES,Yes,No,,FALSE,Star 63D,Star-63,,Star-63D,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_Star48BV,Star 48BV,"Also known as the Payload Assistance Module (PAM) B, this kick motor was used for Delta and STS launches to add extra impulse to the payload. This is the short-nozzle version. Maximum thrust 76.11kN, burn time 85 seconds. Diameter: [1.3 m]. Plume configured by RealPlume.",ATK Propulsion Pack,1203,24060,SOLID,,1985,solids1981,07-SPCPLANES,Yes,Yes,,TRUE,Star 48BV,Star-48B (Star-48BV only),,Star48BV,Star 48B,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
KK_ATK_GEM46AL,GEM 46 (Air Ignited),"The 46-inch (1.2-meter) diameter GEM 46 was used on the Delta III and Delta II Heavy. On both vehicles they were used in sets of nine, with six ignited at liftoff and three ignited after burnout of the first six. On the Delta III, three ground-lit boosters were equipped with thrust vector control (TVC) while all the remaining boosters used fixed nozzles. The Delta II Heavy used no boosters with TVC. Burn time 75 seconds. Diameter: [1.17 m]. Plume configured by RealPlume.",ATK Propulsion Pack,1200,24000,SOLID,,1998,solids1998,09-INTL,Yes,Yes,,TRUE,"Delta III, Delta II Heavy",GEM-46,,GEM-46/Fixed-Ground,GEM 46,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
Mk1?Su30?Cockpit,Su-30 Cockpit,Sometimes you need to install stuff on the nose and have two crew. (PART NOT SUPPORTED BY RP-0 OR RO),Aviation Cockpits,1800,2600,FLIGHT,Cockpit,1989,refinedTurbofans,08-LONGTERM,No,No,,FALSE,Su-30,,,,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagNonReentryRated  },
Mk1?S39?Cockpit,F-101B Voodoo Cockpit,Cheap and simple cockpit.,Aviation Cockpits,350,7000,FLIGHT,Cockpit,1954,matureSupersonic,01-PW,Yes,Yes,,TRUE,F-101,,,,,,,,,,,MODULE  {  name = ModuleTagHabitable  },,,,,,,,,,MODULE  {  name = ModuleTagNonReentryRated  },
Trainer?Cockpit,F-104 Starfighter Cockpit,"It was originally supposed to be a cutting-edge cockpit for a next-gen mk2 stealth fighter, but after years of delays, budget overruns and re-resigns, the project manager finally had enough: ""Just call it something and push it on the markets!"". Then we ended up with this thing.",Aviation Cockpits,200,4000,FLIGHT,Cockpit,1954,matureSupersonic,01-PW,Yes,Yes,,TRUE,F-104,,,,,,,,,,,MODULE  {  name = ModuleTagHabitable  },,,,,,,,,,MODULE  {  name = ModuleTagNonReentryRated  },
Focke-Wulf?Bearcat?Cockpit,FW-190 Cockpit,Take to the skies! (PART NOT SUPPORTED BY RP-0 OR RO),Aviation Cockpits,1100,1,FLIGHT,Cockpit,0,unlockParts,00-START,No,No,,FALSE,,,,1,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagNonReentryRated  },MODULE  {  name = ModuleTagUnpressurizedCockpit  }
F8f?Bearcat?Cockpit,F8F Bearcat Cockpit,Vroom vroom vroom ^_^ (PART NOT SUPPORTED BY RP-0 OR RO),Aviation Cockpits,1100,1,FLIGHT,Cockpit,0,unlockParts,00-START,No,No,,FALSE,,,,1,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagNonReentryRated  },MODULE  {  name = ModuleTagUnpressurizedCockpit  }
